"TOA5","OLFPR","CR6","6964","CR6.Std.06.08","CPU:dataKarinaAndre.CR6","4134","avg_h"
"TIMESTAMP","RECORD","BattV_Min","thermoGHI_Avg","PhotoGHI_Avg","Temp_Avg","WS_ms_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","RHum_Avg","RHum_Max","thermoGHI_Std","PhotoGHI_Std","Temp_Std","WS_ms_Std","RHum_Min"
"TS","RN","Volts","W/m^2","W/m2","Deg C","meters/second","meters/second","Deg","Deg","%","%","W/m^2","W/m2","Deg C","meters/second","%"
"","","Min","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Max","Std","Std","Std","Std","Min"
"2022-09-11 00:00:00",302,12.23,0,0.002,14.96,0.512,0.512,189.2,4.651,92.3,95.2,0,0.017,0.271,0.51,90.2
"2022-09-11 01:00:00",303,12.23,0,0.002,14.67,0.43,0.43,187.6,0.113,92.5,93.9,0,0.017,0.198,0.498,91
"2022-09-11 02:00:00",304,12.23,0,0.002,13.89,0.265,0.265,187.6,0.104,92.8,94.1,0,0.017,0.38,0.443,91.4
"2022-09-11 03:00:00",305,12.23,0,0.002,12.54,0.139,0.139,187.6,0.052,94.5,96.4,0,0.018,0.29,0.348,92.6
"2022-09-11 04:00:00",306,12.24,0,0.001,11.96,0.222,0.222,187.6,0.069,96.2,97.5,0,0.018,0.211,0.417,95.4
"2022-09-11 05:00:00",307,12.23,0.752,0.745,11.37,0.229,0.229,172.9,5.771,97.1,98,1.379,1.383,0.145,0.422,95.8
"2022-09-11 06:00:00",308,12.23,24.21,23.62,12.04,0.227,0.227,135.7,5.048,97.5,98.3,14.28,13.87,0.375,0.421,96.8
"2022-09-11 07:00:00",309,12.23,96.2,96.7,13.17,0.374,0.374,142.8,4.74,96.3,97.6,31.52,32.39,0.364,0.486,94.9
"2022-09-11 08:00:00",310,12.23,144.6,147.3,14.45,0.25,0.25,184.2,0.281,94.4,96.4,64.92,67.07,0.549,0.435,92.5
"2022-09-11 09:00:00",311,12.23,270,272.5,16.76,0.362,0.362,194.7,11.32,89.1,93.1,123.1,122.3,0.436,0.508,85.4
"2022-09-11 10:00:00",312,12.23,375.8,376.4,18.64,0.374,0.374,203.5,27.15,80.1,86.1,222.6,226.6,0.768,0.493,68.7
"2022-09-11 11:00:00",313,12.21,486,491.9,20.5,0.686,0.686,226.9,44.64,64.34,69.48,237.6,243.8,0.494,0.58,57.3
"2022-09-11 12:00:00",314,12.21,485.6,492.2,21.4,0.718,0.718,204.9,32.77,57.87,62.82,283.7,291.8,0.525,0.571,53.39
"2022-09-11 13:00:00",315,12.21,513,519.5,21.62,0.853,0.853,222.1,22.78,54.44,58,244.7,253.7,0.425,0.67,48.72
"2022-09-11 14:00:00",316,12.21,498.3,511.6,22.46,0.832,0.832,226.8,38.82,50,53.47,192.7,202.1,0.441,0.647,46.99
"2022-09-11 15:00:00",317,12.21,343.3,353.9,22.24,0.85,0.85,230.8,23.93,52.05,54.47,135.7,144.1,0.29,0.673,49.86
"2022-09-11 16:00:00",318,12.21,201.4,208,21.47,0.881,0.881,231.4,22.21,52.55,54.68,104.5,111.3,0.392,0.682,48.81
"2022-09-11 17:00:00",319,12.21,80.1,83.4,20.24,0.915,0.915,235.8,20.26,57.47,60.48,35.26,38.51,0.499,0.602,52.74
"2022-09-11 18:00:00",320,12.21,24.71,28.79,19.27,0.575,0.575,228,10.8,61.86,64.64,26.01,26.7,0.28,0.553,59.19
"2022-09-11 19:00:00",321,12.23,0,0.174,17.92,0.405,0.405,223.3,9.66,69.61,73.35,0,0.307,0.523,0.494,64.37
"2022-09-11 20:00:00",322,12.23,0,0.003,16.5,0.226,0.226,222,8.45,76.82,79.98,0,0.016,0.404,0.42,73.14
"2022-09-11 21:00:00",323,12.23,0,0.001,15.55,0.22,0.22,220.9,1.223,81.6,84.9,0,0.016,0.332,0.416,79.04
"2022-09-11 22:00:00",324,12.22,0,0.002,14.66,0.205,0.205,240,7.835,85.9,88.3,0,0.016,0.317,0.405,83
"2022-09-11 23:00:00",325,12.23,0,0.002,13.98,0.192,0.192,257.4,0.079,89,90.4,0,0.017,0.24,0.396,85.8
"2022-09-12 00:00:00",326,12.23,0,0.003,13.28,0.203,0.203,257.5,0.062,91.6,93.1,0,0.018,0.214,0.403,89.8
"2022-09-12 01:00:00",327,12.23,0,0.002,12.92,0.314,0.314,262.1,5.404,93.1,93.8,0,0.018,0.08,0.467,92.2
"2022-09-12 02:00:00",328,12.23,0,0.002,12.54,0.152,0.152,283.5,0.057,94.1,95.2,0,0.018,0.158,0.361,93.2
"2022-09-12 03:00:00",329,12.23,0,0.002,12,0.111,0.111,283.5,0.007,95.5,96.4,0,0.018,0.175,0.315,94.7
"2022-09-12 04:00:00",330,12.23,0,0.002,11.73,0.101,0.101,283.6,0.025,95.9,96.4,0,0.019,0.129,0.302,95.3
"2022-09-12 05:00:00",331,12.23,0.995,1.962,11.36,0.126,0.126,286.1,1.355,96.3,96.7,1.792,2.715,0.107,0.333,95.9
"2022-09-12 06:00:00",332,12.24,59.6,63.95,11.81,0.357,0.357,337.8,13.78,95.1,96.6,38.26,36.91,0.49,0.497,91.7
"2022-09-12 07:00:00",333,12.24,167.5,193.4,14.26,0.476,0.476,15.41,26.16,87.9,91.9,47.02,56.8,0.913,0.536,83
"2022-09-12 08:00:00",334,12.24,241.1,253.7,16.98,0.624,0.624,43.07,9.95,81.7,84.1,63.6,64.38,0.395,0.566,80.1
